year,role,reporter_code,country,value_usd,net_kg,unit_usd_kg,rank,share,cum_share,provisional
2023,importer,392,Japan,160029915.171,61653936.0,2.5956,8,0.01911,0.79023,False
2023,importer,156,China,151162714.0,65558030.0,2.3058,9,0.01805,0.80828,False
2023,importer,380,Italy,132086028.37,44711461.0,2.9542,10,0.01577,0.82405,False
2023,importer,616,Poland,122840913.0,42034248.0,2.9224,11,0.01467,0.83872,False
2023,importer,152,Chile,95109671.421,66550031.055,1.4291,12,0.01136,0.85008,False
2023,importer,56,Belgium,78481497.248,24843979.55,3.159,13,0.00937,0.85945,False
2023,importer,757,Switzerland,74880278.138,19962546.0,3.751,14,0.00894,0.86839,False
2023,importer,344,"China, Hong Kong SAR",67049321.449,26542424.0,2.5261,15,0.00801,0.8764,False
2023,importer,784,United Arab Emirates,65855927.944,29480219.91,2.2339,16,0.00786,0.88426,False
2023,importer,579,Norway,64646003.131,14191541.0,4.5552,17,0.00772,0.89198,False
2023,importer,32,Argentina,61042019.68,23175265.0,2.6339,18,0.00729,0.89927,False
2023,importer,208,Denmark,57902742.498,24363172.0,2.3767,19,0.00691,0.90618,False
2023,importer,752,Sweden,48530834.108,17041210.202,2.8479,20,0.00579,0.91197,False
2023,importer,40,Austria,47631101.301,14448732.0,3.2966,21,0.00569,0.91766,False
2023,importer,642,Romania,44249966.15,15602148.772,2.8361,22,0.00528,0.92294,False
2023,importer,804,Ukraine,41671750.47,14311176.74,2.9118,23,0.00498,0.92792,False
2023,importer,410,Rep. of Korea,32267103.0,12671172.4,2.5465,24,0.00385,0.93177,False
2023,importer,372,Ireland,31932277.903,8946880.212,3.5691,25,0.00381,0.93558,False
2023,importer,203,Czechia,30603132.0,11058629.42,2.7674,26,0.00365,0.93923,False
2023,importer,188,Costa Rica,29041086.6,14525627.28,1.9993,27,0.00347,0.9427,False
2023,importer,620,Portugal,26524409.133,9037977.0,2.9348,28,0.00317,0.94587,False
2023,importer,682,Saudi Arabia,26175709.212,8670842.162,3.0188,29,0.00313,0.949,False
2023,importer,340,Honduras,24391727.0,15339934.0,1.5901,30,0.00291,0.95191,False
2023,importer,246,Finland,21988025.57,5957626.0,3.6907,31,0.00263,0.95454,False
2023,importer,222,El Salvador,21699799.38,19720279.63,1.1004,32,0.00259,0.95713,False
2023,importer,348,Hungary,19902674.175,9891766.9,2.012,33,0.00238,0.95951,False
2023,importer,702,Singapore,19634809.742,5789320.0,3.3916,34,0.00234,0.96185,False
2023,importer,705,Slovenia,18667526.6,5099353.22,3.6608,35,0.00223,0.96408,False
2023,importer,300,Greece,18639961.627,6956538.0,2.6795,36,0.00223,0.96631,False
2023,importer,440,Lithuania,18018484.0,7957116.2,2.2644,37,0.00215,0.96846,False
2023,importer,414,Kuwait,16746732.293,3695804.35,4.5313,38,0.002,0.97046,False
2023,importer,36,Australia,16433963.77,4625385.3,3.553,39,0.00196,0.97242,False
2023,importer,458,Malaysia,14797276.865,5036595.0,2.938,40,0.00177,0.97419,False
2023,importer,428,Latvia,12571083.074,4076533.0,3.0838,41,0.0015,0.97569,False
2023,importer,703,Slovakia,11660664.628,3355638.0,3.4749,42,0.00139,0.97708,False
2023,importer,100,Bulgaria,11490332.157,4578421.846,2.5097,43,0.00137,0.97845,False
2023,importer,634,Qatar,11269194.487,3705615.07,3.0411,44,0.00135,0.9798,False
2023,importer,699,India,10437818.748,3931177.0,2.6551,45,0.00125,0.98105,False
2023,importer,792,Türkiye,9848993.0,10953886.0,0.8991,46,0.00118,0.98223,False
2023,importer,818,Egypt,9681214.99,3206953.685,3.0188,47,0.00116,0.98339,False
2023,importer,504,Morocco,8562002.09,13605673.7,0.6293,48,0.00102,0.98441,False
2023,importer,688,Serbia,8451605.0,2196562.0,3.8477,49,0.00101,0.98542,False
2023,importer,191,Croatia,7733884.0,3043959.38,2.5407,50,0.00092,0.98634,False
2023,importer,858,Uruguay,7135150.93,3262557.0,2.187,51,0.00085,0.98719,False
2023,importer,764,Thailand,6766302.28,1461330.0,4.6302,52,0.00081,0.988,False
2023,importer,233,Estonia,6672743.29,1883246.85,3.5432,53,0.0008,0.9888,False
2023,importer,442,Luxembourg,6430312.906,1457475.544,4.412,54,0.00077,0.98957,False
2023,importer,275,State of Palestine,6343526.279,2100506.27,3.02,55,0.00076,0.99033,False
2023,importer,498,Rep. of Moldova,5871561.0,1709177.0,3.4353,56,0.0007,0.99103,False
2023,importer,490,"Other Asia, nes",5537016.733,1078803.0,5.1326,57,0.00066,0.99169,False
2023,importer,400,Jordan,5436260.181,1787588.96,3.0411,58,0.00065,0.99234,False
