origin,region,lat,lon,year,month,t2m,tmin,tmax,precip_mm_day
Mexico,Michoacan (Los Reyes),19.6,-102.5,2022,12,19.64,10.43,30.65,0.04
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,1,19.19,10.1,31.13,0.02
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,2,21.23,11.57,32.92,0.0
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,3,23.05,11.94,35.37,0.14
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,4,24.44,13.87,37.56,0.5
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,5,25.67,14.86,37.72,1.94
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,6,26.63,16.88,38.53,0.78
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,7,23.76,18.1,32.37,4.77
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,8,22.98,16.84,32.1,4.74
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,9,23.36,15.66,34.08,2.87
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,10,21.77,15.19,30.44,3.78
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,11,21.67,12.57,31.84,0.65
Mexico,Michoacan (Los Reyes),19.6,-102.5,2023,12,18.87,9.49,28.58,0.87
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,1,19.35,9.55,30.43,0.0
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,2,20.74,8.76,35.15,0.4
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,3,23.05,11.16,35.94,0.0
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,4,25.59,13.03,38.29,0.07
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,5,27.79,16.75,39.89,0.15
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,6,25.97,16.76,39.69,3.72
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,7,22.93,16.64,32.03,8.35
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,8,22.2,17.1,30.19,6.56
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,9,22.12,17.09,30.38,9.92
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,10,21.67,11.68,30.92,0.67
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,11,21.41,12.18,30.95,0.3
Mexico,Michoacan (Los Reyes),19.6,-102.5,2024,12,19.74,9.32,30.52,0.06
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,1,19.63,10.48,30.98,0.27
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,2,21.76,12.36,33.24,0.07
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,3,23.06,11.43,35.31,0.0
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,4,24.45,12.51,36.83,0.0
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,5,25.9,16.16,37.78,1.42
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,6,22.52,15.92,33.9,7.41
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,7,21.92,15.42,30.69,5.38
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,8,21.98,16.25,30.83,5.06
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,9,22.06,16.55,31.65,4.79
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,10,21.73,14.45,31.33,1.33
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,11,20.83,11.93,30.69,0.02
Mexico,Michoacan (Los Reyes),19.6,-102.5,2025,12,20.35,10.79,29.65,0.13
Morocco,Larache/Loukkos,35.18,-6.15,2020,1,13.65,9.38,18.67,1.63
Morocco,Larache/Loukkos,35.18,-6.15,2020,2,16.02,11.71,23.38,0.08
Morocco,Larache/Loukkos,35.18,-6.15,2020,3,16.1,11.66,23.77,2.73
Morocco,Larache/Loukkos,35.18,-6.15,2020,4,17.54,11.58,24.22,1.63
Morocco,Larache/Loukkos,35.18,-6.15,2020,5,21.24,15.11,35.14,1.31
Morocco,Larache/Loukkos,35.18,-6.15,2020,6,21.84,17.19,34.82,0.7
Morocco,Larache/Loukkos,35.18,-6.15,2020,7,25.87,18.9,39.34,0.02
Morocco,Larache/Loukkos,35.18,-6.15,2020,8,24.8,19.24,31.56,0.05
Morocco,Larache/Loukkos,35.18,-6.15,2020,9,23.94,18.97,33.51,0.54
Morocco,Larache/Loukkos,35.18,-6.15,2020,10,20.04,14.89,27.64,1.06
Morocco,Larache/Loukkos,35.18,-6.15,2020,11,18.64,11.89,25.91,2.26
Morocco,Larache/Loukkos,35.18,-6.15,2020,12,15.82,10.21,21.91,3.62
Morocco,Larache/Loukkos,35.18,-6.15,2021,1,13.91,8.99,19.58,5.61
Morocco,Larache/Loukkos,35.18,-6.15,2021,2,15.11,10.97,21.67,3.21
Morocco,Larache/Loukkos,35.18,-6.15,2021,3,15.52,10.8,26.3,1.02
Morocco,Larache/Loukkos,35.18,-6.15,2021,4,17.54,13.09,22.09,1.27
Morocco,Larache/Loukkos,35.18,-6.15,2021,5,19.87,14.17,29.99,0.2
Morocco,Larache/Loukkos,35.18,-6.15,2021,6,21.71,16.51,32.03,0.1
Morocco,Larache/Loukkos,35.18,-6.15,2021,7,24.12,18.96,36.79,0.02
Morocco,Larache/Loukkos,35.18,-6.15,2021,8,24.59,19.53,32.67,0.01
Morocco,Larache/Loukkos,35.18,-6.15,2021,9,23.99,19.36,32.66,0.28
Morocco,Larache/Loukkos,35.18,-6.15,2021,10,21.83,15.88,31.56,0.07
Morocco,Larache/Loukkos,35.18,-6.15,2021,11,16.95,11.37,24.64,2.05
Morocco,Larache/Loukkos,35.18,-6.15,2021,12,15.82,11.39,22.94,1.96
Morocco,Larache/Loukkos,35.18,-6.15,2022,1,14.92,9.78,22.31,0.29
Morocco,Larache/Loukkos,35.18,-6.15,2022,2,16.11,10.42,24.84,0.23
Morocco,Larache/Loukkos,35.18,-6.15,2022,3,15.47,11.28,23.19,3.22
Morocco,Larache/Loukkos,35.18,-6.15,2022,4,16.81,11.91,27.12,1.45
Morocco,Larache/Loukkos,35.18,-6.15,2022,5,21.34,13.97,36.99,0.3
Morocco,Larache/Loukkos,35.18,-6.15,2022,6,23.11,18.44,36.85,0.01
Morocco,Larache/Loukkos,35.18,-6.15,2022,7,26.91,18.88,39.91,0.02
Morocco,Larache/Loukkos,35.18,-6.15,2022,8,24.66,20.01,34.34,0.03
Morocco,Larache/Loukkos,35.18,-6.15,2022,9,23.18,18.77,29.63,0.19
Morocco,Larache/Loukkos,35.18,-6.15,2022,10,22.89,17.05,32.75,0.11
Morocco,Larache/Loukkos,35.18,-6.15,2022,11,19.26,12.93,25.49,1.18
Morocco,Larache/Loukkos,35.18,-6.15,2022,12,17.42,12.55,21.39,7.34
Morocco,Larache/Loukkos,35.18,-6.15,2023,1,14.67,8.55,20.54,1.12
Morocco,Larache/Loukkos,35.18,-6.15,2023,2,14.68,8.89,21.25,1.37
Morocco,Larache/Loukkos,35.18,-6.15,2023,3,16.71,10.22,25.43,0.21
Morocco,Larache/Loukkos,35.18,-6.15,2023,4,19.54,13.97,28.28,0.03
Morocco,Larache/Loukkos,35.18,-6.15,2023,5,20.35,15.44,32.75,2.28
Morocco,Larache/Loukkos,35.18,-6.15,2023,6,24.34,18.17,38.83,0.34
Morocco,Larache/Loukkos,35.18,-6.15,2023,7,25.06,20.41,32.0,0.01
Morocco,Larache/Loukkos,35.18,-6.15,2023,8,26.57,20.23,39.29,0.01
Morocco,Larache/Loukkos,35.18,-6.15,2023,9,23.81,19.5,34.67,0.32
Morocco,Larache/Loukkos,35.18,-6.15,2023,10,23.27,18.09,33.39,2.49
Morocco,Larache/Loukkos,35.18,-6.15,2023,11,18.8,12.78,25.33,0.32
Morocco,Larache/Loukkos,35.18,-6.15,2023,12,16.36,10.9,22.64,1.1
Morocco,Larache/Loukkos,35.18,-6.15,2024,1,16.48,10.8,23.84,1.3
Morocco,Larache/Loukkos,35.18,-6.15,2024,2,16.48,11.03,24.95,2.94
